id,topic,text,topic,emotion
1.47E+18,,"@MrsJone18333261 @WonPeople @anitanewark2 Champagne and bonuses all around, for #BigPharma executives and no worries about going to jail for murder, thanks to their future employees, currently earning pitiful salaries as politicians!https://t.co/41FATENlbi",,
1.47E+18,,"@afneil My first two were AOZ, my booster was Pfizer.If people aren't vaccinated and don't wear a good mask they can stay away from me.",,
1.47E+18,,Mandatory pins that say _ÑÒ I hate covid _ÑÒ would be more successful than the vaccine,,
1.47E+18,,"@CleClinicMD Covid shots swelling lymph nodes in about 16% of young women, requiring follow up screenings for cancer. That_Ñés alarming considering young women have little to gain from the vaccine if they are fit. Why coerce and force it on them? Why isn_Ñét this risk disclosed more broadly???",,
1.47E+18,,"@naughtynell101 @TonyHinton2016 Dozens of prominent athletes did not die of heart attacks after COVID-19 vaccination.https://t.co/ig04RRvM8P",,
1.47E+18,,"@mad_hominem @KyddGuy @NewshubNZ That was never going to happen with a 'virus' that has a 99.97% survival https://t.co/G8lwHBO8Dg have a greater chance of dying from Pfizer's death jab. https://t.co/UYKgFh2V8q",,
1.47E+18,,"A CRIMINAL CONSPIRACY _Ñ_ PFIZER VACCINE DEVELOPER: _ÑÒI CAN_ÑéT TAKE THE VACCINE, IT_ÑéS THE LAW_Ñù https://t.co/JVvvPQrxtG",,
1.47E+18,,Willful ignorance. Do not seek medical treatment. https://t.co/cBUzNjzyMC,,
1.47E+18,,"Dr Walensky is an article co-author. Since COVID is an RNA virus, authors concluded RNA tactics brought from HIV, a retrovirus, are optimum.  However, making vaccine based ONLY on spike protein requires constantly new products. That is a FLAWED concept.https://t.co/xR0IdR98b7",,
1.47E+18,,"@bluecynder @TheRightMelissa Measles, mumps and polio are vaccines in the true sense. The covid 19 shot is not a vaccine. Read CDC website you get No antibodies from the covid shot.",,
1.47E+18,,"As of: Sun Dec 5 16:43:01 2021Appointments found at CVS locations in San Diego!Schedule here:https://t.co/2f80GMQQ8o",,
1.47E+18,,Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/dCGHt4wLHC,,
1.47E+18,,@ElliAdventurer @atensnut @LouDobbs Bc you have now subjected urself to a so called vaccine that doesn't protect you from the so called covid-19 (which is ridiculous unto itself) and you still have to where mask if you get that so called vaccine. So you tell me.. how is your life normal?,,
1.47E+18,,"What the What? ""The suspended batch would be put into storage and could be used later for other groups like adults, Truong added"".   https://t.co/bhJkIQkyIY",,
1.47E+18,,@Alpastor86 I_Ñém Team Pfizer too! Glad you are feeling well_Ñ_ I_Ñéll be booking mine before the New Year,,
1.47E+18,,"not sure why this story make me think of thishttps://t.co/Wx9OXr8CVL https://t.co/iooIrHZyxc",,
1.47E+18,,@WonPeople I wonder how many people would have happily taken the Pfizer if they knew it killed 1200 in the first 90 days? (As published by Pfizer this week).,,
1.47E+18,,J.&amp;J. Booster Worked for People Who Got Pfizer Shots in Study https://t.co/2FmZnvNemW,,
1.47E+18,,"@JoeBiden Gross. https://t.co/3qDaHEDXR5  927,740 reports of adverse events from all age groups following COVID vaccines, including 19,532 deaths and 146,720 serious injuries between Dec. 14, 2020, and Nov. 26, 2021.",,
1.47E+18,,@Silverquick13 @GregHuntMP Look - another Pfizer bot. Where's your so called data on 5m shots and NO adverse reactions for this age group?,,
1.47E+18,,"@keicalb @disclosetv Pfizer has been fined over 300 billion dollars, for malpractice in the past.Pfizer is also sponsoring many news outlets. So of course you would only hear the positive.",,
1.47E+18,,@davspurs @MartinPichler11 @Techno_Vking @disclosetv It doesn_Ñét work children have now  died  from the vaccine!  And they barely affected by Covid! They are trying to create Chinas social credit system you_Ñére gonna be fined and punished for anything the government demands and you don_Ñét comply!,,
1.47E+18,,"@ABInsecure @tawny_hoffmann @RDeckard_2049 That's a wrong assumption Annie, most of us are not afraid of covid! Why take a vaccine that offers no real protection and has side effects? I don't bother with the seasonal flu shot either and really the flu is probably more dangerous.",,
1.47E+18,,"@RyanMuddy1 @FireAndWaterYYC @jkenney so Trudeau and Notley are conspiring to destroy O &amp; G? And the pharmaceutical companies are putting microchips in the covid vaccine?  And fluoride in the water will lead to a one world government?You are nuttier than squirrel poop. _ªÉ†_ª_ç_ªéó",,
1.47E+18,,@altfbardo @drsimonegold The Pfizer CEO openly said it's their biggest lab. Gene therapy....Pfizer has vaccine Monopoly soon and the prescription service that comes with it. This is just one part of a way bigger plan....vaccine passport.then transition to social credit score-CBDC -full government control,,
1.47E+18,,"@DanWhitCongress @mtgreenee Oh you mean to ask this about Pfizer or Johnson and Johnson. Yeah, they_Ñéve caused cancer in hundreds of people with their products. It_Ñés refreshing to see a politician stand up to big pharma &amp; the vaccine mandates",,
1.47E+18,,"@Timcast Pfizer jab, bought for 22 pound by the uk government 79p to produce.... always follow the money!",,
1.47E+18,,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" -  4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/1QcLG5wWsa via @gatewaypundit",,
1.47E+18,,"8/28This should be the lead story on every news show, it literally says if you_Ñéve had Covid you_Ñére immune system will protect you far better than the vaccine! But of course it_Ñés buried and not reported, why do you suppose that is? The only person reporting it is Tucker_Ñ__Ñ__Ñ_",,
1.47E+18,,J.&amp;J. Booster Worked for People Who Got Pfizer Shots inë_Study https://t.co/bRMAzW8bOg,,
1.47E+18,,"@LouisvanWyk @_T0M_V_ @TheGanttGuy @ajthompson13 Can you produce your evidence? Both Oxford University and other studies for the NHS in the UK show the viral load for Delta can be the same. https://t.co/Bkd4ypkfzE https://t.co/Wmbte0AsOc",,
1.47E+18,,"""Last week, 8 investors in Pfizer and Moderna became $10 billion richer as news about the Omicron variant spread. It's time for these pharmaceutical companies to share their vaccines with the world and start controlling their greed. Enough is enough!"" Bernie Sanders",,
1.47E+18,,Afraid of needles? Here_Ñés how to prepare your child for Covidë_vaccine https://t.co/Nqs9cb8bY2,,
1.47E+18,,"@starsandstripes How about no?https://t.co/dBbpGuzKCo",,
1.47E+18,,@MusoniusRufus @A_Damned_smith @RossGilroy @willsworldview @wiguy45 @kester_lowers @StrokeyStratfo1 @CandySmith74 @zalphaprime @jamminjamie74 @HeathenWombat @Avic_Wins @BabeTruth2 @waragoodwarfare @Quiptography @1pckt @charlottejass @hesanaughtyboy @Wolfpak561 @GodflyThe @offender_repeat @ur_buddy777 @WmManry @VelvetEven @AndrewRChapman @HankStern2 @GoatMunch @JohnKrahn2 @wisemanryder @oohglobbits5 @pray2pesci @fixedintime @smug2bme @Debbie25808035 @Enby896 @Athiestica @BruceRayCarr1 @Reid_CO @LuEleison @FullMetalJa @SDarkmore @Alliste35661241 @SplinterSimba @DocSnoe @th1rt3en_TM @jackiebarbosa @EdwardwongY @SBuddie1877 @Freewillburnya @A_Draeros Haven't you noticed how COVID-19 deaths have plummeted since vaccine availability?,,
1.47E+18,,"@notchuraverage1 So you're triple vaxxed right? Pfizer? And, it had been two weeks since booster?",,
1.47E+18,,@zimviv @kerry_moakes @Joeby52 He &amp; Indian partner manufacture Pfizer.,,
1.47E+18,,@flaminhottweets @akgerber @DemocraticLuntz Stats from here: https://t.co/8GTK5PcQuc,,
1.47E+18,,"Pfizer having problems with some countries.  Many countries are refusing to give them full immunity....why is this so necessary for Pfizer if their vaccine is so safe and effective? ...because it's a kill shot and they know it. https://t.co/2JGL5UXyxK",,
1.47E+18,,"WOW! Can_Ñét put it in to words.Let_Ñés hope that our authorities Don_Ñét try take that Beautiful sweet smile away with jab of covid vaccine poison. https://t.co/6Evd7ySNhD",,
1.47E+18,,"@LozzaFox Had 2 AZs..... NOT having Pfizer under any circumstances, not now, not ever.... So do one Boris....",,
1.47E+18,,"Now Pfizer wants you to take their new death pill in conjunction with the HIV pill._ª¥_ https://t.co/7EkGNNOhVE",,
1.47E+18,,"#NobelPrizewinner says #covid #vaccination is an _ÑÒunacceptable #mistake_Ñù that_Ñés #spreading _ÑÒ#variants_Ñù  https://t.co/TShdYxwRRh https://t.co/TShdYxwRRh https://t.co/pgAJMCbPh4",,
1.47E+18,,@planetjen @gorskon I prefer a vaccine over getting severe covid and having an endotracheal tube inserted into my esophagus for mechanical ventilation.,,
1.47E+18,,"Dublin airport have never ever once checked for a covid vaccine cert/ antigen test etc. arriving in Ireland since covid began, why is there suddenly a rule you have to be tested even when you_Ñére vaccinated???",,
1.47E+18,,"Costco Gloucester in Gloucester [Ottawa health unit]103 1st dose Pfizer spots addedFirst available date is 2021-12-06Book at https://t.co/7RVGOA3WkSSee https://t.co/5RmKF5fXxy for detailed availability #COVID19Vaccine #vhcON",,
1.47E+18,,"@reasonvalues @KonstantinKisin Recent UK govt data: _ÑÒAcross the four UK countries, 93.1% to 95.8% of adults had received at least one dose of a COVID-19 vaccine and 83.5% to 89.8% of adults had received at least two doses._Ñù",,
1.47E+18,,@USinNigeria Stop lying! This above is fake news! We all knows none of you cares about Yoruba people or Nigerians! That's why y'all donate millions of Covid Vaccine for individual use but can't donate $200 million dollars to same people! Hypocrites! Imperialism at work! Nigerians wake up!,,
1.47E+18,,"@ezralevant The end game really is dumbness, and it_Ñés worse than COVID _ª__ I_Ñém encountering an overwhelming number of dumb cases, a lot more than an almost unnoticeable morbidity on COVID cases. We need vaccine for dumbness.",,
1.47E+18,,@amytbaxter1 @Thedude19988235 @bennyjohnson Mother obviously takes joy at her child_Ñés pain. Kids are statistically almost ZERO risk of hospitalization or dying from any Covid variant yet more at risk from side effects of the vaccine. Don_Ñét give me the _ÑÒthey might infect Grandma_Ñù or vaxx resistance crap either. I_Ñém not.,,
1.47E+18,,Petition: Fast-track rollout of Covid vaccine in 5-11s post MHRA approval https://t.co/QPzKtlOAjr,,
1.47E+18,,"""...thanks to our high vaccination coverage in Australia &amp; advances in treatment, we're in a strong position to deal with Omicron &amp; any other challenges the pandemic throws at us"": #ProfessorCatherineBennett &amp; @DrHassanVally in @theage today https://t.co/B3kQHUitf7",,
1.47E+18,,"@C_Kavanagh I have all the information I need, thanks.I know he's opposed to the COVID vaccine. Also know enough that I personally am vaccinated.Also, It's clear that he's in your head and making you irrational.It's all very clear. Thanks.",,
1.47E+18,,"@Timcast Hey, think about Pfizer's feeling",,
1.47E+18,,Why does the FDA want 55 years to release Pfizer Pfoison data? https://t.co/SMG6NWV51R,,
1.47E+18,,"@mmelgar09 @brian_abramson @Not_Important_B @TalonXavier_ @foofdawg @keithlaw @doritmi @Raven4212 @ktibus @SatvaBody @calnbg @LeeKurtiss @The_Seeadler @tenebra99 @andyoakes @crabb_vicki Okay, so let's look at what the science says about natural immunity vs. the vaccine then. https://t.co/PFZtw5L4Pe",,
1.47E+18,,"""When is a new covid variant good news? When you're a pharma shareholder, obviously,"" says @TimBierley @GlobalJusticeUKhttps://t.co/DiNGjtWjeG via @commondreams",,
1.47E+18,,I called my physician about a possible Covid vaccine exemption due to certain medications I_Ñém on. His admin told me he is pro vax and isn_Ñét even calling patients back who are looking for exemptions. I_Ñéve gone to him for 30 years. We won_Ñét make 31. Fuck him.,,
1.47E+18,,@SlagsBill @Psyop2020 Why can't we be open to hearing about adverse reactions? And why are people shamed for sharing their experience. Death or injury from COVID or the vaccine is tragic. One doesn't trump another.,,
1.47E+18,,"@jasonhu10530544 Corona is common cold encyklopedi 1989. C O V I D 19 is when the sheeple are vaccinated because covid means Certification of vaccine ID 19=AI so they are chipped and after that totaly controlled by the rulers by Technologies in fact. That is why this distance crap in order. https://t.co/rGbgxLjG2k",,
1.47E+18,,"@bette_oh Some African countries have vaccination rates below 20%, higher population density than the US, but a lower death rate from Covid.  I think Science would want to investigate that.",,
1.47E+18,,"@ItsHoje @rtenews It's all there for you on  Children's Heaith Defence my child. https://t.co/jBUL0ZnnfX",,
1.47E+18,,@hana___anah How many current Repugnican politicians and pastors have almost died from Covid and still spew disinformation about the vaccine? Steve Scalise was shot and he's still pro-gun! Nothing would change their craven minds.,,
